ecg_id,channel-0,channel-1,channel-2,channel-3,channel-4,channel-5,channel-6,channel-7,channel-8,channel-9,channel-10,channel-11
4,-0.011,0.546,0.557,-0.268,-0.284,0.551,-0.187,-0.245,-0.381,-0.374,-0.353,-0.304
4,-0.023,0.57,0.593,-0.274,-0.308,0.581,-0.193,-0.273,-0.399,-0.394,-0.366,-0.313
4,-0.04,0.569,0.609,-0.265,-0.325,0.589,-0.204,-0.274,-0.419,-0.41,-0.382,-0.322
4,-0.047,0.557,0.605,-0.255,-0.326,0.581,-0.205,-0.283,-0.411,-0.411,-0.38,-0.319
4,-0.036,0.55,0.586,-0.257,-0.311,0.568,-0.204,-0.292,-0.434,-0.411,-0.376,-0.32
4,-0.035,0.541,0.575,-0.253,-0.305,0.558,-0.205,-0.283,-0.446,-0.405,-0.375,-0.32
4,-0.02,0.528,0.548,-0.254,-0.285,0.538,-0.204,-0.278,-0.435,-0.4,-0.372,-0.32
4,-0.048,0.513,0.56,-0.233,-0.304,0.536,-0.204,-0.27,-0.433,-0.394,-0.37,-0.315
4,-0.021,0.49,0.511,-0.234,-0.267,0.5,-0.19,-0.264,-0.418,-0.388,-0.369,-0.304
4,-0.003,0.446,0.449,-0.222,-0.226,0.448,-0.176,-0.259,-0.397,-0.384,-0.361,-0.296
4,-0.056,0.421,0.477,-0.183,-0.267,0.449,-0.173,-0.253,-0.389,-0.378,-0.354,-0.288
4,-0.04,0.426,0.466,-0.193,-0.254,0.446,-0.176,-0.247,-0.388,-0.373,-0.348,-0.28
4,-0.045,0.416,0.461,-0.185,-0.253,0.438,-0.182,-0.242,-0.384,-0.367,-0.34,-0.272
4,-0.031,0.428,0.459,-0.199,-0.245,0.444,-0.18,-0.235,-0.381,-0.36,-0.332,-0.265
4,-0.006,0.466,0.472,-0.23,-0.24,0.469,-0.194,-0.232,-0.379,-0.349,-0.326,-0.257
4,-0.021,0.458,0.479,-0.219,-0.25,0.468,-0.171,-0.224,-0.372,-0.34,-0.318,-0.251
4,0.027,0.497,0.47,-0.262,-0.222,0.483,-0.148,-0.217,-0.354,-0.329,-0.297,-0.244
4,0.048,0.542,0.494,-0.295,-0.223,0.518,-0.161,-0.209,-0.331,-0.303,-0.281,-0.235
4,0.055,0.524,0.469,-0.289,-0.207,0.496,-0.159,-0.173,-0.324,-0.286,-0.279,-0.227
4,0.078,0.48,0.401,-0.279,-0.162,0.44,-0.193,-0.194,-0.326,-0.293,-0.28,-0.218
4,0.055,0.388,0.333,-0.222,-0.139,0.36,-0.213,-0.242,-0.345,-0.288,-0.279,-0.218
4,0.054,0.336,0.283,-0.195,-0.115,0.309,-0.164,-0.219,-0.344,-0.301,-0.28,-0.223
4,0.026,0.34,0.313,-0.183,-0.144,0.326,-0.133,-0.231,-0.356,-0.315,-0.283,-0.228
4,-0.024,0.323,0.348,-0.15,-0.186,0.335,-0.138,-0.249,-0.385,-0.355,-0.328,-0.26
4,-0.045,0.331,0.376,-0.144,-0.211,0.353,-0.156,-0.268,-0.401,-0.381,-0.338,-0.275
4,-0.039,0.311,0.349,-0.136,-0.194,0.33,-0.157,-0.273,-0.39,-0.353,-0.33,-0.277
4,-0.031,0.321,0.352,-0.145,-0.192,0.336,-0.149,-0.239,-0.386,-0.392,-0.351,-0.274
4,-0.034,0.312,0.345,-0.139,-0.19,0.328,-0.165,-0.276,-0.398,-0.343,-0.324,-0.271
4,-0.003,0.303,0.306,-0.15,-0.155,0.305,-0.009,0.063,-0.144,-0.386,-0.404,-0.365
4,0.095,0.443,0.348,-0.269,-0.127,0.396,0.148,0.59,0.483,-0.077,-0.263,-0.3
4,0.35,0.895,0.544,-0.623,-0.097,0.72,-0.034,0.65,0.951,0.708,0.441,0.274
4,0.376,1.685,1.309,-1.031,-0.467,1.497,-0.409,-0.266,0.697,2.1,1.557,1.084
4,-0.056,1.446,1.502,-0.695,-0.779,1.474,-0.545,-1.536,-0.663,2.219,1.347,0.878
4,-0.47,0.419,0.889,0.025,-0.68,0.654,-0.485,-1.699,-2.325,-0.752,-0.566,-0.307
4,-0.46,0.015,0.475,0.222,-0.467,0.245,-0.599,-1.296,-2.339,-2.027,-1.269,-0.796
4,-0.198,0.01,0.208,0.093,-0.203,0.109,-0.473,-0.737,-1.267,-1.061,-0.811,-0.59
4,-0.058,0.169,0.227,-0.056,-0.142,0.197,-0.185,-0.23,-0.549,-0.619,-0.498,-0.375
4,-0.031,0.249,0.279,-0.109,-0.155,0.263,-0.119,-0.182,-0.269,-0.339,-0.326,-0.279
4,-0.035,0.288,0.324,-0.127,-0.18,0.306,-0.102,-0.163,-0.263,-0.36,-0.348,-0.288
4,-0.023,0.321,0.344,-0.15,-0.184,0.332,-0.106,-0.154,-0.215,-0.304,-0.308,-0.262
4,-0.024,0.295,0.319,-0.136,-0.171,0.307,-0.105,-0.142,-0.19,-0.283,-0.309,-0.256
4,-0.021,0.347,0.368,-0.163,-0.195,0.357,-0.104,-0.123,-0.155,-0.272,-0.288,-0.242
4,0.006,0.348,0.343,-0.177,-0.169,0.345,-0.106,-0.122,-0.118,-0.229,-0.255,-0.233
4,0.015,0.356,0.341,-0.186,-0.163,0.348,-0.105,-0.103,-0.098,-0.227,-0.245,-0.232
4,0.025,0.414,0.389,-0.22,-0.182,0.401,-0.116,-0.094,-0.055,-0.191,-0.227,-0.225
4,0.026,0.475,0.449,-0.251,-0.212,0.462,-0.124,-0.076,-0.025,-0.187,-0.234,-0.222
4,0.046,0.511,0.465,-0.279,-0.21,0.488,-0.13,-0.053,0.051,-0.128,-0.202,-0.203
4,0.065,0.556,0.491,-0.311,-0.213,0.523,-0.143,-0.004,0.132,-0.084,-0.159,-0.183
4,0.099,0.645,0.545,-0.372,-0.223,0.594,-0.162,0.051,0.242,-0.008,-0.119,-0.157
4,0.148,0.676,0.529,-0.412,-0.191,0.602,-0.158,0.142,0.397,0.111,-0.048,-0.092
4,0.175,0.725,0.55,-0.45,-0.188,0.637,-0.167,0.244,0.548,0.243,0.051,-0.024
4,0.228,0.815,0.587,-0.522,-0.18,0.701,-0.2,0.319,0.69,0.391,0.167,0.062
4,0.284,0.899,0.615,-0.592,-0.166,0.757,-0.247,0.354,0.754,0.529,0.279,0.154
4,0.314,1.0,0.686,-0.657,-0.186,0.843,-0.31,0.34,0.738,0.608,0.347,0.201
4,0.319,1.055,0.736,-0.687,-0.208,0.895,-0.361,0.296,0.686,0.614,0.371,0.241
4,0.304,1.055,0.75,-0.68,-0.223,0.902,-0.388,0.218,0.573,0.587,0.36,0.235
4,0.265,0.985,0.72,-0.625,-0.228,0.852,-0.374,0.139,0.428,0.503,0.309,0.188
4,0.205,0.901,0.696,-0.553,-0.246,0.798,-0.335,0.057,0.247,0.333,0.183,0.096
4,0.145,0.805,0.66,-0.475,-0.258,0.732,-0.296,-0.025,0.079,0.157,0.044,-0.01
4,0.1,0.724,0.624,-0.412,-0.262,0.673,-0.269,-0.096,-0.061,0.006,-0.071,-0.101
4,0.053,0.676,0.623,-0.365,-0.285,0.65,-0.235,-0.165,-0.182,-0.123,-0.164,-0.177
4,-0.001,0.581,0.581,-0.29,-0.291,0.581,-0.203,-0.196,-0.248,-0.2,-0.219,-0.208
4,-0.016,0.526,0.542,-0.256,-0.279,0.534,-0.196,-0.212,-0.293,-0.253,-0.258,-0.237
4,-0.025,0.516,0.541,-0.245,-0.283,0.528,-0.189,-0.233,-0.327,-0.287,-0.281,-0.255
4,-0.039,0.494,0.533,-0.227,-0.286,0.513,-0.183,-0.234,-0.334,-0.3,-0.293,-0.258
4,-0.04,0.482,0.522,-0.221,-0.281,0.502,-0.175,-0.225,-0.325,-0.298,-0.286,-0.251
4,-0.019,0.488,0.507,-0.235,-0.263,0.497,-0.17,-0.217,-0.319,-0.288,-0.281,-0.243
4,-0.017,0.455,0.471,-0.22,-0.244,0.463,-0.152,-0.209,-0.313,-0.281,-0.276,-0.238
4,-0.035,0.391,0.425,-0.178,-0.23,0.408,-0.128,-0.202,-0.305,-0.273,-0.269,-0.231
4,-0.022,0.363,0.385,-0.17,-0.204,0.374,-0.123,-0.188,-0.294,-0.266,-0.265,-0.226
4,-0.023,0.328,0.351,-0.153,-0.187,0.339,-0.12,-0.178,-0.288,-0.265,-0.26,-0.221
4,-0.026,0.304,0.33,-0.139,-0.179,0.317,-0.116,-0.171,-0.29,-0.265,-0.257,-0.216
4,-0.024,0.3,0.324,-0.138,-0.174,0.311,-0.112,-0.164,-0.293,-0.265,-0.253,-0.212
4,-0.025,0.293,0.318,-0.134,-0.172,0.305,-0.109,-0.162,-0.296,-0.265,-0.25,-0.208
4,-0.027,0.288,0.315,-0.131,-0.171,0.301,-0.105,-0.165,-0.298,-0.265,-0.244,-0.202
4,-0.032,0.282,0.314,-0.125,-0.174,0.298,-0.105,-0.168,-0.302,-0.265,-0.253,-0.215
4,-0.042,0.277,0.319,-0.117,-0.181,0.297,-0.103,-0.17,-0.298,-0.265,-0.262,-0.228
4,-0.048,0.271,0.319,-0.112,-0.184,0.295,-0.1,-0.177,-0.306,-0.277,-0.258,-0.222
4,-0.056,0.265,0.32,-0.105,-0.188,0.292,-0.098,-0.184,-0.317,-0.287,-0.253,-0.219
4,-0.053,0.271,0.324,-0.11,-0.188,0.297,-0.107,-0.196,-0.331,-0.301,-0.266,-0.231
4,-0.025,0.301,0.325,-0.138,-0.175,0.313,-0.121,-0.207,-0.354,-0.315,-0.282,-0.242
4,-0.011,0.312,0.323,-0.151,-0.167,0.317,-0.119,-0.203,-0.355,-0.316,-0.279,-0.244
4,-0.008,0.311,0.319,-0.151,-0.164,0.315,-0.12,-0.209,-0.354,-0.32,-0.281,-0.249
4,-0.003,0.317,0.321,-0.157,-0.162,0.318,-0.119,-0.221,-0.357,-0.323,-0.279,-0.252
4,0.0,0.317,0.318,-0.158,-0.159,0.317,-0.123,-0.227,-0.369,-0.326,-0.286,-0.256
4,-0.024,0.322,0.346,-0.15,-0.185,0.334,-0.132,-0.238,-0.376,-0.33,-0.304,-0.263
4,-0.046,0.338,0.384,-0.146,-0.215,0.36,-0.131,-0.245,-0.37,-0.338,-0.306,-0.262
4,-0.052,0.333,0.386,-0.141,-0.219,0.359,-0.129,-0.245,-0.37,-0.34,-0.31,-0.259
4,-0.059,0.324,0.382,-0.133,-0.221,0.353,-0.131,-0.245,-0.37,-0.332,-0.314,-0.26
4,-0.049,0.344,0.392,-0.148,-0.221,0.368,-0.13,-0.243,-0.37,-0.331,-0.315,-0.26
4,-0.035,0.364,0.399,-0.165,-0.217,0.381,-0.13,-0.235,-0.37,-0.325,-0.308,-0.261
4,-0.027,0.366,0.393,-0.17,-0.21,0.379,-0.131,-0.229,-0.368,-0.322,-0.301,-0.259
4,-0.03,0.363,0.393,-0.167,-0.212,0.379,-0.127,-0.222,-0.36,-0.315,-0.296,-0.252
4,-0.032,0.365,0.397,-0.167,-0.215,0.38,-0.139,-0.215,-0.353,-0.315,-0.292,-0.247
4,-0.01,0.381,0.392,-0.186,-0.201,0.386,-0.134,-0.22,-0.349,-0.312,-0.287,-0.241
4,0.002,0.428,0.426,-0.215,-0.212,0.427,-0.123,-0.219,-0.336,-0.273,-0.249,-0.243
4,0.008,0.473,0.465,-0.24,-0.229,0.468,-0.136,-0.225,-0.32,-0.259,-0.228,-0.246
4,0.024,0.464,0.439,-0.244,-0.208,0.451,-0.159,-0.224,-0.3,-0.257,-0.24,-0.244
4,0.018,0.452,0.435,-0.235,-0.209,0.444,-0.203,-0.233,-0.328,-0.28,-0.256,-0.247
4,0.021,0.446,0.425,-0.234,-0.202,0.435,-0.212,-0.268,-0.373,-0.309,-0.28,-0.242
4,0.003,0.426,0.423,-0.215,-0.21,0.424,-0.184,-0.26,-0.375,-0.328,-0.295,-0.251
4,-0.061,0.355,0.416,-0.147,-0.239,0.386,-0.164,-0.268,-0.375,-0.322,-0.295,-0.275
4,-0.101,0.303,0.405,-0.101,-0.253,0.354,-0.14,-0.251,-0.382,-0.351,-0.318,-0.284
4,-0.079,0.315,0.394,-0.118,-0.237,0.355,-0.149,-0.265,-0.396,-0.341,-0.316,-0.276
4,-0.053,0.31,0.363,-0.129,-0.208,0.336,-0.143,-0.246,-0.382,-0.342,-0.322,-0.284
4,-0.094,0.332,0.426,-0.119,-0.26,0.378,-0.145,-0.259,-0.401,-0.361,-0.321,-0.277
4,-0.086,0.272,0.358,-0.093,-0.222,0.315,-0.107,-0.208,-0.347,-0.332,-0.346,-0.307
4,-0.045,0.326,0.37,-0.141,-0.208,0.348,0.108,0.309,0.069,-0.342,-0.407,-0.385
4,0.131,0.489,0.358,-0.31,-0.114,0.423,0.187,0.814,0.775,0.17,-0.066,-0.146
4,0.406,1.083,0.677,-0.745,-0.136,0.88,-0.092,0.553,1.072,1.223,0.916,0.648
4,0.271,1.752,1.481,-1.012,-0.605,1.616,-0.508,-0.874,0.404,2.657,1.876,1.312
4,-0.233,1.11,1.343,-0.439,-0.789,1.227,-0.666,-1.934,-1.323,1.471,0.863,0.62
4,-0.526,0.168,0.694,0.179,-0.61,0.431,-0.674,-1.677,-2.585,-1.625,-0.986,-0.531
4,-0.419,-0.08,0.339,0.249,-0.379,0.129,-0.65,-1.126,-1.932,-1.675,-1.097,-0.71
4,-0.202,0.046,0.248,0.077,-0.225,0.146,-0.359,-0.466,-0.884,-0.775,-0.634,-0.489
4,-0.095,0.242,0.337,-0.074,-0.217,0.29,-0.148,-0.14,-0.395,-0.498,-0.407,-0.332
4,-0.095,0.246,0.341,-0.075,-0.218,0.293,-0.12,-0.158,-0.238,-0.308,-0.32,-0.289
4,-0.068,0.258,0.326,-0.095,-0.198,0.292,-0.093,-0.115,-0.228,-0.349,-0.328,-0.285
4,-0.057,0.255,0.312,-0.1,-0.185,0.284,-0.088,-0.109,-0.157,-0.24,-0.274,-0.252
4,-0.088,0.249,0.337,-0.081,-0.212,0.292,-0.075,-0.089,-0.145,-0.264,-0.278,-0.255
4,-0.062,0.253,0.315,-0.096,-0.188,0.284,-0.075,-0.078,-0.101,-0.221,-0.242,-0.229
4,-0.042,0.245,0.288,-0.102,-0.165,0.266,-0.071,-0.057,-0.064,-0.206,-0.23,-0.208
4,-0.046,0.255,0.301,-0.105,-0.174,0.278,-0.068,-0.032,-0.023,-0.17,-0.208,-0.188
4,-0.041,0.246,0.287,-0.103,-0.164,0.267,-0.066,-0.009,0.039,-0.126,-0.193,-0.175
4,-0.01,0.306,0.316,-0.148,-0.164,0.311,-0.062,0.015,0.084,-0.096,-0.168,-0.159
4,0.003,0.36,0.357,-0.182,-0.177,0.359,-0.061,0.062,0.177,-0.033,-0.123,-0.134
4,0.007,0.36,0.352,-0.184,-0.173,0.356,-0.059,0.138,0.299,0.019,-0.086,-0.1
4,0.05,0.41,0.359,-0.23,-0.155,0.384,-0.062,0.219,0.434,0.12,-0.027,-0.06
4,0.088,0.468,0.38,-0.278,-0.146,0.424,-0.058,0.324,0.587,0.228,0.058,-0.002
4,0.128,0.535,0.407,-0.332,-0.139,0.47,-0.071,0.423,0.732,0.365,0.165,0.077
4,0.188,0.621,0.433,-0.405,-0.123,0.527,-0.117,0.489,0.849,0.502,0.267,0.16
4,0.23,0.691,0.461,-0.461,-0.116,0.576,-0.169,0.514,0.899,0.62,0.376,0.253
4,0.236,0.727,0.491,-0.482,-0.128,0.609,-0.219,0.484,0.885,0.701,0.462,0.319
4,0.255,0.705,0.45,-0.48,-0.098,0.577,-0.248,0.425,0.814,0.706,0.483,0.353
4,0.233,0.641,0.408,-0.437,-0.088,0.524,-0.246,0.343,0.694,0.68,0.474,0.354
4,0.173,0.551,0.377,-0.362,-0.102,0.464,-0.228,0.238,0.532,0.576,0.406,0.301
4,0.12,0.426,0.306,-0.273,-0.093,0.366,-0.191,0.161,0.358,0.408,0.282,0.221
4,0.048,0.302,0.254,-0.175,-0.103,0.278,-0.149,0.093,0.205,0.253,0.163,0.13
4,0.019,0.236,0.217,-0.127,-0.099,0.226,-0.114,0.023,0.058,0.111,0.041,0.03
4,-0.009,0.174,0.183,-0.083,-0.096,0.178,-0.08,-0.02,-0.037,0.014,-0.038,-0.033
4,-0.052,0.118,0.17,-0.033,-0.111,0.143,-0.062,-0.054,-0.099,-0.06,-0.087,-0.072
4,-0.062,0.096,0.158,-0.017,-0.11,0.127,-0.053,-0.075,-0.148,-0.107,-0.127,-0.102
4,-0.041,0.084,0.126,-0.022,-0.084,0.105,-0.043,-0.082,-0.165,-0.125,-0.134,-0.11
4,-0.032,0.082,0.115,-0.025,-0.074,0.098,-0.037,-0.09,-0.173,-0.14,-0.14,-0.113
4,-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.032,-0.087,-0.169,-0.147,-0.145,-0.118
4,-0.056,0.069,0.125,-0.007,-0.09,0.097,-0.029,-0.08,-0.163,-0.154,-0.149,-0.127
4,-0.052,0.066,0.118,-0.008,-0.085,0.092,-0.024,-0.077,-0.16,-0.154,-0.148,-0.126
4,-0.077,0.031,0.108,0.023,-0.092,0.069,-0.02,-0.069,-0.155,-0.149,-0.144,-0.121
4,-0.083,-0.015,0.068,0.048,-0.075,0.027,-0.02,-0.066,-0.151,-0.151,-0.142,-0.119
4,-0.082,-0.015,0.067,0.048,-0.074,0.026,-0.02,-0.069,-0.15,-0.147,-0.139,-0.114
4,-0.085,-0.015,0.07,0.05,-0.077,0.027,-0.02,-0.072,-0.151,-0.145,-0.136,-0.11
4,-0.113,-0.043,0.069,0.078,-0.091,0.013,-0.02,-0.075,-0.15,-0.145,-0.134,-0.11
4,-0.103,-0.035,0.068,0.069,-0.085,0.016,-0.02,-0.078,-0.151,-0.151,-0.143,-0.109
4,-0.062,0.019,0.081,0.021,-0.072,0.05,-0.022,-0.08,-0.169,-0.173,-0.154,-0.125
4,-0.069,0.043,0.112,0.013,-0.091,0.077,-0.027,-0.082,-0.19,-0.185,-0.155,-0.142
4,-0.067,0.028,0.095,0.019,-0.081,0.061,-0.03,-0.088,-0.194,-0.185,-0.166,-0.147
4,-0.074,0.05,0.123,0.012,-0.099,0.086,-0.038,-0.107,-0.214,-0.208,-0.185,-0.153
4,-0.083,0.065,0.149,0.009,-0.116,0.107,-0.043,-0.121,-0.241,-0.223,-0.191,-0.155
4,-0.084,0.051,0.135,0.016,-0.11,0.093,-0.037,-0.12,-0.243,-0.215,-0.186,-0.155
4,-0.096,0.05,0.145,0.023,-0.121,0.097,-0.032,-0.12,-0.24,-0.212,-0.181,-0.155
4,-0.084,0.026,0.11,0.029,-0.097,0.068,-0.029,-0.12,-0.238,-0.208,-0.178,-0.15
4,-0.091,-0.02,0.071,0.055,-0.08,0.026,-0.023,-0.12,-0.234,-0.202,-0.172,-0.146
4,-0.101,-0.024,0.077,0.062,-0.089,0.026,-0.02,-0.12,-0.232,-0.201,-0.171,-0.143
4,-0.102,-0.027,0.076,0.064,-0.088,0.024,-0.025,-0.12,-0.229,-0.205,-0.176,-0.139
4,-0.114,-0.033,0.081,0.074,-0.098,0.024,-0.029,-0.125,-0.234,-0.21,-0.179,-0.136
4,-0.078,0.001,0.079,0.038,-0.078,0.039,-0.034,-0.133,-0.247,-0.207,-0.177,-0.132
4,-0.055,0.018,0.073,0.018,-0.064,0.045,-0.033,-0.133,-0.245,-0.202,-0.174,-0.13
4,-0.088,-0.008,0.08,0.047,-0.084,0.036,-0.027,-0.127,-0.235,-0.199,-0.171,-0.13
4,-0.095,-0.064,0.031,0.079,-0.063,-0.016,-0.023,-0.124,-0.229,-0.196,-0.168,-0.13
4,-0.092,-0.074,0.018,0.083,-0.055,-0.028,-0.018,-0.118,-0.221,-0.193,-0.166,-0.131
4,-0.078,-0.05,0.027,0.063,-0.052,-0.011,-0.014,-0.115,-0.214,-0.189,-0.164,-0.13
4,-0.07,-0.042,0.028,0.056,-0.048,-0.007,-0.008,-0.102,-0.207,-0.184,-0.159,-0.125
4,-0.068,-0.032,0.037,0.05,-0.052,0.002,-0.004,-0.091,-0.202,-0.177,-0.153,-0.12
4,-0.027,-0.006,0.021,0.016,-0.024,0.007,0.01,-0.096,-0.2,-0.175,-0.15,-0.115
4,-0.007,0.097,0.105,-0.045,-0.056,0.101,0.005,-0.095,-0.196,-0.168,-0.144,-0.111
4,0.002,0.206,0.204,-0.104,-0.101,0.205,-0.038,-0.105,-0.193,-0.168,-0.141,-0.106
4,0.026,0.232,0.206,-0.13,-0.09,0.219,-0.062,-0.105,-0.187,-0.164,-0.143,-0.107
4,0.018,0.23,0.213,-0.124,-0.098,0.221,-0.11,-0.133,-0.214,-0.186,-0.158,-0.126
4,0.004,0.22,0.216,-0.112,-0.106,0.218,-0.148,-0.207,-0.275,-0.228,-0.192,-0.149
4,-0.026,0.213,0.239,-0.094,-0.133,0.226,-0.115,-0.21,-0.293,-0.257,-0.22,-0.168
4,-0.08,0.207,0.286,-0.064,-0.183,0.246,-0.104,-0.221,-0.299,-0.259,-0.229,-0.193
4,-0.067,0.198,0.265,-0.066,-0.166,0.231,-0.094,-0.21,-0.312,-0.285,-0.256,-0.215
4,-0.061,0.2,0.261,-0.07,-0.161,0.23,-0.093,-0.218,-0.331,-0.294,-0.257,-0.211
4,-0.083,0.192,0.275,-0.055,-0.179,0.233,-0.088,-0.217,-0.338,-0.296,-0.262,-0.21
4,-0.09,0.207,0.297,-0.059,-0.194,0.252,-0.079,-0.202,-0.331,-0.324,-0.267,-0.202
4,-0.077,0.192,0.269,-0.058,-0.173,0.231,-0.083,-0.223,-0.301,-0.283,-0.265,-0.226
4,-0.07,0.208,0.278,-0.069,-0.174,0.242,0.104,0.237,0.003,-0.328,-0.342,-0.305
4,0.064,0.32,0.255,-0.192,-0.096,0.287,0.244,0.814,0.705,0.068,-0.126,-0.169
4,0.39,0.88,0.489,-0.635,-0.05,0.684,0.006,0.742,1.124,0.943,0.679,0.478
4,0.336,1.641,1.305,-0.989,-0.485,1.473,-0.417,-0.59,0.658,2.437,1.789,1.295
4,-0.133,1.248,1.381,-0.558,-0.758,1.315,-0.639,-1.991,-0.916,2.064,1.314,0.958
4,-0.5,0.215,0.716,0.142,-0.608,0.465,-0.667,-1.869,-2.469,-1.085,-0.631,-0.271
4,-0.48,-0.182,0.299,0.331,-0.389,0.058,-0.652,-1.247,-2.122,-1.813,-1.129,-0.685
4,-0.208,-0.053,0.156,0.13,-0.182,0.051,-0.388,-0.567,-0.972,-0.815,-0.648,-0.48
4,-0.088,0.151,0.24,-0.032,-0.164,0.195,-0.12,-0.154,-0.387,-0.499,-0.39,-0.304
4,-0.08,0.183,0.263,-0.052,-0.171,0.223,-0.053,-0.162,-0.201,-0.274,-0.252,-0.23
4,-0.077,0.137,0.214,-0.03,-0.145,0.175,-0.009,-0.091,-0.165,-0.301,-0.265,-0.225
4,-0.08,0.076,0.156,0.002,-0.119,0.116,0.013,-0.059,-0.07,-0.204,-0.206,-0.177
4,-0.056,0.06,0.116,-0.002,-0.087,0.088,0.027,-0.016,-0.045,-0.176,-0.192,-0.158
4,-0.059,0.024,0.083,0.017,-0.071,0.053,0.052,0.012,0.0,-0.135,-0.164,-0.131
4,-0.044,-0.034,0.01,0.039,-0.027,-0.012,0.062,0.044,0.054,-0.097,-0.124,-0.118
4,-0.015,0.019,0.034,-0.003,-0.024,0.027,0.059,0.057,0.079,-0.089,-0.106,-0.105
4,-0.035,0.063,0.098,-0.015,-0.066,0.08,0.06,0.066,0.122,-0.046,-0.087,-0.088
4,-0.031,0.056,0.086,-0.013,-0.059,0.071,0.06,0.122,0.192,-0.015,-0.075,-0.066
4,-0.008,0.045,0.053,-0.019,-0.031,0.049,0.061,0.177,0.296,0.06,-0.033,-0.024
4,-0.016,0.039,0.055,-0.012,-0.035,0.047,0.081,0.255,0.413,0.13,0.021,0.008
4,0.035,0.101,0.066,-0.068,-0.016,0.083,0.084,0.329,0.537,0.214,0.079,0.046
4,0.096,0.126,0.03,-0.111,0.033,0.077,0.073,0.453,0.708,0.338,0.168,0.119
4,0.126,0.116,-0.011,-0.121,0.068,0.052,0.073,0.585,0.882,0.495,0.292,0.219
4,0.192,0.219,0.026,-0.205,0.083,0.122,0.035,0.656,0.991,0.625,0.4,0.304
4,0.21,0.282,0.072,-0.246,0.069,0.177,-0.014,0.684,1.061,0.759,0.52,0.402
4,0.225,0.288,0.063,-0.257,0.081,0.176,-0.049,0.673,1.067,0.853,0.614,0.492
4,0.279,0.336,0.058,-0.308,0.11,0.197,-0.104,0.612,0.991,0.854,0.636,0.516
4,0.286,0.337,0.051,-0.312,0.117,0.194,-0.137,0.498,0.849,0.823,0.615,0.495
4,0.244,0.288,0.044,-0.266,0.1,0.166,-0.13,0.378,0.674,0.717,0.538,0.439
4,0.165,0.202,0.037,-0.183,0.064,0.119,-0.097,0.285,0.494,0.555,0.41,0.344
4,0.1,0.079,-0.021,-0.089,0.06,0.029,-0.053,0.209,0.328,0.397,0.281,0.243
4,0.044,-0.01,-0.054,-0.016,0.049,-0.032,-0.019,0.136,0.187,0.252,0.178,0.162
4,-0.009,-0.04,-0.031,0.025,0.012,-0.036,-0.006,0.068,0.068,0.134,0.078,0.079
4,-0.024,-0.039,-0.015,0.032,-0.004,-0.026,-0.003,0.024,-0.016,0.039,-0.01,0.007
4,-0.033,-0.035,-0.002,0.034,-0.015,-0.018,0.003,-0.01,-0.071,-0.022,-0.054,-0.034
4,-0.043,-0.032,0.012,0.037,-0.027,-0.01,0.009,-0.038,-0.102,-0.053,-0.077,-0.057
4,-0.045,-0.027,0.018,0.036,-0.031,-0.004,0.014,-0.053,-0.123,-0.068,-0.091,-0.067
4,-0.059,-0.024,0.034,0.041,-0.046,0.005,0.019,-0.058,-0.133,-0.085,-0.099,-0.066
4,-0.056,-0.019,0.038,0.037,-0.047,0.009,0.023,-0.057,-0.122,-0.093,-0.108,-0.063
4,-0.042,-0.051,-0.01,0.047,-0.016,-0.03,0.025,-0.049,-0.113,-0.09,-0.098,-0.06
4,-0.069,-0.121,-0.052,0.095,-0.008,-0.086,0.046,-0.02,-0.102,-0.088,-0.087,-0.058
4,-0.089,-0.148,-0.06,0.118,-0.014,-0.104,0.057,-0.004,-0.095,-0.084,-0.091,-0.054
4,-0.071,-0.143,-0.072,0.107,0.002,-0.107,0.054,-0.005,-0.096,-0.082,-0.09,-0.058
4,-0.066,-0.144,-0.078,0.105,0.006,-0.111,0.056,0.0,-0.095,-0.079,-0.09,-0.06
4,-0.065,-0.136,-0.071,0.101,0.003,-0.103,0.055,0.002,-0.096,-0.084,-0.09,-0.06
4,-0.064,-0.151,-0.087,0.108,0.012,-0.119,0.055,0.006,-0.094,-0.085,-0.091,-0.06
4,-0.063,-0.149,-0.086,0.107,0.012,-0.117,0.051,0.001,-0.099,-0.086,-0.097,-0.06
4,-0.054,-0.117,-0.063,0.086,0.005,-0.09,0.05,-0.018,-0.118,-0.106,-0.108,-0.071
4,-0.047,-0.112,-0.065,0.08,0.009,-0.088,0.05,-0.037,-0.138,-0.128,-0.126,-0.083
4,-0.037,-0.103,-0.066,0.071,0.015,-0.084,0.045,-0.046,-0.154,-0.144,-0.13,-0.085
4,-0.061,-0.125,-0.063,0.093,0.001,-0.094,0.045,-0.052,-0.16,-0.146,-0.13,-0.085
4,-0.072,-0.154,-0.082,0.113,0.005,-0.118,0.044,-0.058,-0.16,-0.145,-0.13,-0.085
4,-0.06,-0.149,-0.088,0.105,0.014,-0.118,0.039,-0.06,-0.161,-0.145,-0.13,-0.084
4,-0.079,-0.148,-0.069,0.114,-0.005,-0.108,0.034,-0.071,-0.175,-0.145,-0.13,-0.086
4,-0.078,-0.142,-0.064,0.111,-0.007,-0.103,0.03,-0.081,-0.183,-0.145,-0.133,-0.079
4,-0.076,-0.142,-0.066,0.109,-0.005,-0.103,0.025,-0.078,-0.178,-0.144,-0.142,-0.084
